,Y,X,Species,Tissue,Status,Count,Height,PlotN
456,4,3,XXXotherforb,Leaf,Live,2,4.5,SP04
457,4,3,Salix arctica,Leaf,Live,2,NA,SP04
458,4,3,XXXvegetatedground,NA,Live,NA,NA,SP04
459,4,3,XXXvegetatedground,NA,Litter,NA,NA,SP04
460,4,4,Salix arctica,Flower,Live,1,5.6,SP04
461,4,4,XXXothergram,Flower,Live,1,NA,SP04
462,4,4,Salix arctica,Leaf,Live,1,NA,SP04
463,4,4,XXXvegetatedground,NA,Live,NA,NA,SP04
464,4,5,XXXothergram,Leaf,Live,3,8.8,SP04
465,4,5,XXXothergram,Leaf,Live,1,NA,SP04
466,4,5,Salix arctica,Leaf,Live,1,NA,SP04
467,4,5,XXXothergram,Leaf,Live,1,NA,SP04
468,4,5,XXXvegetatedground,NA,Live,NA,NA,SP04
469,4,5,XXXvegetatedground,NA,Litter,NA,NA,SP04
470,4,6,Salix arctica,Stem,Live,1,4,SP04
471,4,6,XXXvegetatedground,NA,Litter,NA,NA,SP04
472,5,1,XXXotherforb,Flower,Live,1,18.1,SP04
473,5,1,XXXotherforb,Flower,Live,1,NA,SP04
474,5,1,XXXvegetatedground,NA,Litter,NA,NA,SP04
475,5,1,XXXvegetatedground,NA,Live,NA,NA,SP04
476,5,2,XXXvegetatedground,NA,Litter,NA,0,SP04
477,5,2,XXXvegetatedground,NA,Live,NA,NA,SP04
478,5,3,XXXvegetatedground,NA,Live,NA,0,SP04
479,5,4,XXXotherforb,Leaf,Live,3,9.3,SP04
480,5,4,XXXotherforb,Flower stalk,Live,1,NA,SP04
481,5,4,Equisetum,Leaf,Live,1,NA,SP04
482,5,4,Salix arctica,Leaf,Live,1,NA,SP04
483,5,4,Salix arctica,Stem,Live,1,NA,SP04
484,5,4,XXXvegetatedground,NA,Litter,NA,NA,SP04
485,5,4,XXXvegetatedground,NA,Live,NA,NA,SP04
486,5,5,XXXotherforb,Flower stalk,Live,2,13.5,SP04
487,5,5,Salix arctica,Leaf,Live,1,NA,SP04
488,5,5,XXXvegetatedground,NA,Litter,NA,NA,SP04
489,5,5,XXXvegetatedground,NA,Live,NA,NA,SP04
490,5,6,XXXotherforb,Leaf,Live,1,4.5,SP04
491,5,6,XXXotherforb,Stem,Live,1,NA,SP04
492,5,6,Salix arctica,Leaf,Live,1,NA,SP04
493,5,6,XXXvegetatedground,NA,Litter,NA,NA,SP04
494,5,6,XXXvegetatedground,NA,Live,NA,NA,SP04
495,6,1,XXXothergram,Leaf,Live,1,7.5,SP04
496,6,1,XXXothergram,Leaf,Live,3,NA,SP04
497,6,1,XXXotherforb,Flower stalk,Live,2,NA,SP04
498,6,1,XXXvegetatedground,NA,NA,NA,NA,SP04
499,6,1,XXXvegetatedground,NA,NA,NA,NA,SP04
500,6,2,XXXothergram,Leaf,Live,1,4.7,SP04
501,6,2,XXXothergram,NA,Live,2,NA,SP04
502,6,2,XXXvegetatedground,NA,Live,NA,NA,SP04
503,6,2,XXXvegetatedground,NA,Litter,NA,NA,SP04
504,6,3,XXXothergram,Seed pod,Live,1,12.1,SP04
505,6,3,Salix arctica,Leaf,Live,1,NA,SP04
506,6,3,XXXvegetatedground,NA,Live,NA,NA,SP04
507,6,4,XXXothergram,Leaf,Live,3,4.6,SP04
508,6,4,XXXotherforb,Flower stalk,Live,NA,NA,SP04
509,6,4,XXXvegetatedground,NA,Live,NA,NA,SP04
510,6,5,XXXothergram,Leaf,Live,3,4.8,SP04
511,6,5,XXXvegetatedground,NA,Live,NA,NA,SP04
512,6,5,XXXvegetatedground,NA,Litter,NA,NA,SP04
513,6,6,XXXothergram,Leaf,Live,2,8.1,SP04
514,6,6,XXXothergram,Stem,Live,2,NA,SP04
515,6,6,Salix arctica,Leaf,Live,1,NA,SP04
516,6,6,XXXvegetatedground,NA,Live,NA,NA,SP04
517,6,6,XXXvegetatedground,NA,Litter,NA,NA,SP04
518,1,1,XXXotherforb,Leaf,Live,1,2.5,SP05
519,1,1,XXXothermoss,NA,Live,NA,NA,SP05
520,1,2,XXXothergram,Leaf,Live,1,5.5,SP05
521,1,2,XXXotherforb,Leaf,Live,1,NA,SP05
522,1,2,XXXlitter,NA,Dead,NA,NA,SP05
523,1,2,XXXothermoss,NA,Live,NA,NA,SP05
524,1,3,XXXotherforb,Leaf,Live,1,1,SP05
525,1,3,XXXothermoss,NA,Live,NA,NA,SP05
526,1,4,XXXlitter,NA,Dead,NA,0,SP05
527,1,4,XXXothermoss,NA,Live,NA,NA,SP05
528,1,5,XXXotherforb,Leaf,Live,2,3.2,SP05
529,1,5,XXXlitter,NA,Dead,NA,NA,SP05
530,1,5,XXXothermoss,NA,Live,NA,NA,SP05
531,1,6,XXXothergram,Leaf,Live,2,9.5,SP05
532,1,6,Salix arctica,Stem,Live,1,NA,SP05
533,1,6,XXXlitter,NA,Dead,NA,NA,SP05
534,1,6,XXXothermoss,NA,Live,NA,NA,SP05
535,2,1,XXXothermoss,NA,Live,NA,0,SP05
536,2,2,XXXotherforb,Leaf,Live,1,7.9,SP05
537,2,2,XXXotherforb,Stem,Live,1,NA,SP05
538,2,2,XXXlitter,NA,Dead,NA,NA,SP05
539,2,3,XXXotherforb,Stem,Live,1,4.4,SP05
540,2,3,XXXotherforb,Leaf,Live,2,NA,SP05
541,2,3,XXXothermoss,NA,Live,NA,NA,SP05
542,2,4,Salix arctica,Leaf,Live,1,4.8,SP05
543,2,4,XXXlitter,NA,Dead,NA,NA,SP05
544,2,5,Salix arctica,Leaf,Live,1,4.9,SP05
545,2,5,XXXotherforb,Leaf,Live,1,NA,SP05
546,2,5,XXXothermoss,NA,Live,NA,NA,SP05
547,2,6,Salix arctica,Leaf,Live,2,2.5,SP05
548,2,6,XXXlitter,NA,Dead,NA,NA,SP05
549,3,1,XXXlitter,NA,Dead,NA,0,SP05
550,3,2,Salix arctica,Leaf,Live,1,5.9,SP05
551,3,2,XXXothermoss,NA,Live,NA,NA,SP05
552,3,3,Equisetum,Leaf,Live,1,3.4,SP05
553,3,3,XXXotherforb,Leaf,Live,1,NA,SP05
554,3,3,Salix arctica,Stem,Live,1,NA,SP05
555,3,3,XXXothermoss,NA,Live,NA,NA,SP05
556,3,4,XXXotherforb,Leaf,Live,2,3.6,SP05
557,3,4,XXXlitter,NA,Dead,NA,NA,SP05
558,3,5,Salix arctica,Leaf,Live,2,3.5,SP05
559,3,5,XXXotherforb,Leaf,Live,1,NA,SP05
560,3,5,XXXothermoss,NA,Live,NA,NA,SP05
561,3,6,XXXotherforb,Stem,Live,1,6.4,SP05
562,3,6,Salix arctica,Leaf,Live,3,NA,SP05
563,3,6,XXXothermoss,NA,Live,NA,NA,SP05
564,4,1,Salix arctica,Leaf,Live,1,5.5,SP05
565,4,1,XXXlitter,NA,Dead,NA,NA,SP05
566,4,1,XXXothermoss,NA,Live,NA,NA,SP05
567,4,2,XXXothergram,Leaf,Live,2,8,SP05
568,4,2,XXXotherforb,Leaf,Live,1,NA,SP05
569,4,2,Salix arctica,Leaf,Live,1,NA,SP05
570,4,3,Salix arctica,Stem,Live,1,3.4,SP05
571,4,3,XXXotherforb,Leaf,Live,1,NA,SP05
572,4,3,XXXlitter,NA,Dead,NA,NA,SP05
573,4,3,XXXothermoss,NA,Live,NA,NA,SP05
574,4,4,Equisetum,Leaf,Live,4,8.2,SP05
575,4,4,Equisetum,Stem,Live,1,NA,SP05
576,4,4,XXXotherforb,Leaf,Live,1,NA,SP05
577,4,4,XXXothermoss,NA,Live,NA,NA,SP05
578,4,5,Salix arctica,Leaf,Live,1,2.5,SP05
579,4,5,XXXotherforb,Leaf,Live,1,NA,SP05
580,4,5,XXXothermoss,NA,Live,NA,NA,SP05
581,4,6,Salix arctica,Leaf,Live,1,6.7,SP05
582,4,6,XXXlitter,NA,Dead,NA,NA,SP05
583,5,1,XXXothergram,Leaf,Live,1,9.1,SP05
584,5,1,XXXotherforb,Stem,Live,1,NA,SP05
585,5,1,XXXlitter,NA,Dead,NA,NA,SP05
586,5,2,XXXlitter,NA,Dead,NA,0,SP05
587,5,3,XXXothergram,Leaf,Live,3,2.5,SP05
588,5,3,Salix arctica,Flower,Live,1,NA,SP05
589,5,3,Salix arctica,Leaf,Live,1,NA,SP05
590,5,3,XXXothermoss,NA,Live,NA,NA,SP05
591,5,4,Salix arctica,Leaf,Live,1,2.1,SP05
592,5,4,XXXotherforb,Leaf,Live,1,NA,SP05
593,5,4,XXXothermoss,NA,Live,NA,NA,SP05
594,5,5,XXXotherforb,Leaf,Live,1,4.2,SP05
595,5,5,XXXothermoss,NA,Live,NA,NA,SP05
596,5,6,Equisetum,Leaf,Live,2,6.1,SP05
597,5,6,Salix arctica,Leaf,Live,1,NA,SP05
598,5,6,XXXlitter,NA,Dead,NA,NA,SP05
599,6,1,Salix arctica,Leaf,Live,1,5.1,SP05
600,6,1,XXXothermoss,NA,Live,NA,NA,SP05
601,6,2,XXXothergram,Leaf,Live,3,9,SP05
602,6,2,XXXlitter,NA,Dead,NA,NA,SP05
603,6,2,Salix arctica,Stem,Live,1,NA,SP05
604,6,3,XXXotherforb,Flower,Live,1,6.1,SP05
605,6,3,Equisetum,Leaf,Live,2,NA,SP05
606,6,3,XXXotherforb,Leaf,Live,1,NA,SP05
607,6,3,Salix arctica,Leaf,Live,1,NA,SP05
608,6,3,XXXothermoss,NA,Live,NA,NA,SP05
609,6,4,XXXlitter,NA,Dead,NA,0,SP05
610,6,5,Salix arctica,Leaf,Live,1,2.6,SP05
611,6,5,XXXotherforb,Stem,Live,1,NA,SP05
612,6,5,XXXlitter,NA,Dead,NA,NA,SP05
613,6,6,Salix arctica,Leaf,Live,1,1.9,SP05
614,6,6,XXXotherforb,Leaf,Live,1,NA,SP05
615,6,6,XXXothermoss,NA,Live,NA,NA,SP05
616,1,1,XXXotherforb,Stem,Live,1,0.4,SP06
617,1,1,Salix arctica,Stem,Live,1,NA,SP06
618,1,1,XXXothermoss,NA,Live,NA,NA,SP06
619,1,2,XXXothergram,Stem,Live,1,2.7,SP06
620,1,2,XXXothergram,Leaf,Live,1,NA,SP06
621,1,2,Salix arctica,Leaf,Live,1,NA,SP06
622,1,2,XXXotherforb,Leaf,Live,1,NA,SP06
623,1,2,XXXothermoss,NA,Live,NA,NA,SP06
624,1,3,Equisetum,Leaf,Live,1,1.7,SP06
625,1,3,Salix arctica,Stem,Live,1,NA,SP06
626,1,3,XXXothermoss,NA,Live,NA,NA,SP06
627,1,4,Salix arctica,Leaf,Live,2,3.6,SP06
628,1,4,XXXothergram,Leaf,Live,3,NA,SP06
629,1,5,Equisetum,Stem,Live,1,9.8,SP06
630,1,5,XXXothergram,Stem,Live,1,NA,SP06
631,1,5,XXXothermoss,NA,Live,NA,NA,SP06
632,1,6,XXXothergram,Stem,Live,3,2.8,SP06
633,1,6,XXXothergram,Stem,Live,1,NA,SP06
634,1,6,XXXothermoss,NA,Live,NA,NA,SP06
635,2,1,XXXotherforb,Flower,Live,2,7.7,SP06
636,2,1,XXXotherforb,Stem,Live,1,NA,SP06
637,2,1,XXXothermoss,NA,Live,NA,NA,SP06
638,2,2,Salix arctica,Stem,Live,1,3.4,SP06
639,2,2,XXXothermoss,NA,Live,NA,NA,SP06
640,2,3,XXXothergram,Stem,Live,1,1.9,SP06
641,2,3,XXXothermoss,NA,Live,NA,NA,SP06
642,2,4,XXXothergram,Leaf,Live,3,1.7,SP06
643,2,4,XXXlitter,NA,Dead,NA,NA,SP06
644,2,4,XXXothermoss,NA,Live,NA,NA,SP06
645,2,5,XXXothergram,Leaf,Live,2,8.1,SP06
646,2,5,XXXothergram,Stem,Live,1,NA,SP06
647,2,5,XXXothermoss,NA,Live,NA,NA,SP06
648,2,6,Salix arctica,Stem,Live,1,1.2,SP06
649,2,6,XXXothermoss,NA,Live,NA,NA,SP06
650,3,1,XXXothergram,Leaf,Live,3,5.4,SP06
651,3,1,Salix arctica,Leaf,Live,2,NA,SP06
652,3,1,XXXlitter,NA,Dead,NA,NA,SP06
653,3,1,XXXothermoss,NA,Live,NA,NA,SP06
654,3,2,XXXothergram,Leaf,Live,3,5,SP06
655,3,2,XXXotherforb,Leaf,Live,3,NA,SP06
656,3,2,Equisetum,Leaf,Live,1,NA,SP06
657,3,2,Equisetum,Stem,Live,1,NA,SP06
658,3,2,XXXothermoss,NA,Live,NA,NA,SP06
659,3,3,XXXothermoss,NA,Live,NA,0,SP06
660,3,4,Salix arctica,Leaf,Live,1,3.4,SP06
661,3,4,XXXotherforb,Leaf,Live,1,NA,SP06
662,3,4,XXXlitter,NA,Dead,NA,NA,SP06
663,3,5,Salix arctica,Leaf,Live,1,2.9,SP06
664,3,5,XXXothermoss,NA,Live,NA,NA,SP06
665,3,6,Salix arctica,Stem,Live,1,0.7,SP06
666,3,6,XXXothermoss,NA,Live,NA,NA,SP06
667,4,1,XXXotherforb,Leaf,Live,2,4.8,SP06
668,4,1,XXXotherforb,Stem,Live,1,NA,SP06
669,4,1,XXXothermoss,NA,Live,NA,NA,SP06
670,4,2,Salix arctica,Leaf,Live,1,6.4,SP06
671,4,2,XXXothergram,Leaf,Live,3,NA,SP06
672,4,2,XXXlitter,NA,Dead,NA,NA,SP06
673,4,2,XXXothermoss,NA,Live,NA,NA,SP06
674,4,3,Salix arctica,Leaf,Live,2,4.4,SP06
675,4,3,Salix arctica,Stem,NA,1,NA,SP06
676,4,3,XXXlitter,NA,Dead,NA,NA,SP06
677,4,3,XXXothermoss,NA,Live,NA,NA,SP06
678,4,4,Salix arctica,Leaf,Live,2,3.8,SP06
679,4,4,XXXlitter,NA,Dead,NA,NA,SP06
680,4,4,XXXothermoss,NA,Live,NA,NA,SP06
681,4,5,Salix arctica,Stem,Live,1,1.3,SP06
682,4,5,XXXlitter,NA,Dead,NA,NA,SP06
683,4,5,XXXothermoss,NA,Live,NA,NA,SP06
684,4,6,Salix arctica,Leaf,Live,1,5.6,SP06
685,4,6,XXXothergram,Leaf,Live,1,NA,SP06
686,4,6,XXXlitter,NA,Dead,NA,NA,SP06
687,5,1,XXXotherforb,Leaf,Live,3,3.5,SP06
688,5,1,XXXlitter,NA,Dead,NA,NA,SP06
689,5,1,XXXothermoss,NA,Live,NA,NA,SP06
690,5,2,Salix arctica,Leaf,Live,3,1.7,SP06
691,5,2,XXXothermoss,NA,Live,NA,NA,SP06
692,5,3,XXXotherforb,Leaf,Live,2,4.8,SP06
693,5,3,XXXothergram,Leaf,Live,3,NA,SP06
694,5,3,XXXlitter,NA,Dead,NA,NA,SP06
695,5,4,Salix arctica,Leaf,Live,2,2.9,SP06
696,5,4,XXXothergram,Leaf,Live,1,NA,SP06
697,5,4,XXXothermoss,NA,Live,NA,NA,SP06
698,5,5,Salix arctica,Leaf,Live,2,2.6,SP06
699,5,5,Salix arctica,Stem,Live,1,NA,SP06
700,5,5,XXXotherforb,Leaf,Live,1,NA,SP06
701,5,5,XXXothermoss,NA,Live,NA,NA,SP06
702,5,6,Salix arctica,Leaf,Live,1,5.2,SP06
703,5,6,Salix arctica,Stem,Live,1,NA,SP06
704,5,6,XXXothermoss,NA,Live,NA,NA,SP06
705,6,1,Salix arctica,Leaf,Live,2,2.8,SP06
706,6,1,Salix arctica,Stem,Live,1,NA,SP06
707,6,1,XXXothermoss,NA,Live,NA,NA,SP06
708,6,2,XXXothergram,Leaf,Live,1,2.6,SP06
709,6,2,XXXothermoss,NA,Live,NA,NA,SP06
710,6,3,Salix arctica,Leaf,Live,1,2.2,SP06
711,6,3,XXXlitter,NA,Dead,NA,NA,SP06
712,6,3,XXXothermoss,NA,Live,NA,NA,SP06
713,6,4,XXXlitter,NA,Dead,NA,0,SP06
714,6,5,XXXothergram,Leaf,Live,2,1.5,SP06
715,6,5,Salix arctica,Stem,Live,1,NA,SP06
716,6,5,XXXothermoss,NA,Live,NA,NA,SP06
717,6,6,Salix arctica,Leaf,Live,1,4.9,SP06
718,6,6,XXXothergram,Stem,Live,1,NA,SP06
719,6,6,XXXothermoss,NA,Live,NA,NA,SP06
720,1,1,XXXothergram,Leaf,Live,2,14.5,SP07
721,1,1,XXXothergram,Leaf,Live,2,NA,SP07
722,1,1,XXXvegetatedground,NA,Live,1,NA,SP07
723,1,2,XXXothergram,Leaf,Live,2,17.1,SP07
724,1,2,XXXothergram,Leaf,Live,3,NA,SP07
725,1,2,XXXbareground,NA,Litter,1,NA,SP07
726,1,3,Salix richardsonii,Leaf,Live,2,20.3,SP07
727,1,3,XXXothergram,Leaf,Live,2,NA,SP07
728,1,3,XXXothergram,Leaf,Live,3,NA,SP07
729,1,3,XXXvegetatedground,NA,Live,1,NA,SP07
730,1,3,XXXbareground,NA,Litter,1,NA,SP07
731,1,4,Salix richardsonii,Leaf,Live,2,22.8,SP07
732,1,4,XXXothergram,Leaf,Live,3,NA,SP07
733,1,4,XXXbareground,NA,Litter,1,NA,SP07
734,1,5,Salix richardsonii,Leaf,Live,3,33.8,SP07
735,1,5,Salix richardsonii,Stem,Live,2,NA,SP07
736,1,5,XXXothergram,Leaf,Live,3,NA,SP07
737,1,5,XXXbareground,NA,Litter,1,NA,SP07
738,1,6,Salix richardsonii,Leaf,Live,2,14.4,SP07
739,1,6,XXXothergram,Leaf,Live,1,NA,SP07
740,1,6,XXXvegetatedground,NA,Live,1,NA,SP07
741,1,6,XXXbareground,NA,Litter,1,NA,SP07
742,2,1,Salix richardsonii,Leaf,Live,1,10.3,SP07
743,2,1,Salix richardsonii,Stem,Live,2,NA,SP07
744,2,1,XXXothergram,Leaf,Live,2,NA,SP07
745,2,1,XXXbareground,NA,Litter,1,NA,SP07
746,2,2,XXXothergram,Leaf,Live,1,13.7,SP07
747,2,2,XXXbareground,NA,Litter,1,NA,SP07
748,2,3,XXXothergram,Leaf,Live,1,19.6,SP07
749,2,3,XXXothergram,Leaf,Live,1,NA,SP07
750,2,3,XXXvegetatedground,NA,Live,1,NA,SP07
751,2,4,Equisetum,Leaf,Live,1,16.1,SP07
752,2,4,XXXothergram,Leaf,Live,4,NA,SP07
753,2,4,XXXvegetatedground,NA,Live,1,NA,SP07
754,2,4,XXXbareground,NA,NA,1,NA,SP07
755,2,5,Salix richardsonii,Leaf,Live,2,27.5,SP07
756,2,5,XXXothergram,Leaf,Live,2,NA,SP07
757,2,5,XXXbareground,NA,Litter,1,NA,SP07
758,2,6,XXXothergram,Leaf,Live,2,19.2,SP07
759,2,6,Equisetum,Leaf,Live,5,NA,SP07
760,2,6,XXXothergram,Leaf,Live,5,NA,SP07
761,2,6,XXXbareground,NA,Litter,1,NA,SP07
762,3,1,XXXothergram,Leaf,Live,1,8.9,SP07
763,3,1,XXXothergram,Leaf,Live,5,NA,SP07
764,3,1,XXXbareground,NA,Litter,1,NA,SP07
765,3,2,XXXothergram,Leaf,Live,1,3.9,SP07
766,3,2,XXXothergram,Leaf,Live,3,NA,SP07
767,3,2,XXXbareground,NA,Litter,1,NA,SP07
768,3,3,Salix richardsonii,Stem,Live,2,23.5,SP07
769,3,3,XXXothergram,Leaf,Live,8,NA,SP07
770,3,3,XXXbareground,NA,Litter,1,NA,SP07
771,3,4,Salix richardsonii,Leaf,Live,3,30.5,SP07
772,3,4,Salix richardsonii,Leaf,Live,1,NA,SP07
773,3,4,XXXothergram,Leaf,Live,2,NA,SP07
774,3,4,XXXvegetatedground,NA,Live,1,NA,SP07
775,3,5,XXXothergram,Leaf,Live,2,13.1,SP07
776,3,5,Salix richardsonii,Leaf,Live,2,NA,SP07
777,3,5,XXXvegetatedground,NA,Litter,1,NA,SP07
778,3,6,XXXothergram,Leaf,Live,1,13.5,SP07
779,3,6,Equisetum,Leaf,Live,4,NA,SP07
780,3,6,XXXbareground,NA,Litter,1,NA,SP07
781,4,1,XXXothergram,Leaf,Live,2,21.5,SP07
782,4,1,Salix richardsonii,Leaf,Live,2,NA,SP07
783,4,1,XXXothergram,Leaf,Live,4,NA,SP07
784,4,1,XXXbareground,NA,Litter,1,NA,SP07
785,4,2,XXXothergram,Leaf,Live,1,11.3,SP07
786,4,2,XXXothergram,Leaf,Live,2,NA,SP07
787,4,2,XXXbareground,NA,Litter,1,NA,SP07
788,4,3,XXXotherforb,Stem,Live,2,8.5,SP07
789,4,3,XXXotherforb,Leaf,Live,1,NA,SP07
790,4,3,XXXothergram,Leaf,Live,1,NA,SP07
791,4,3,XXXvegetatedground,NA,Live,1,NA,SP07
792,4,4,Salix richardsonii,Stem,Live,2,20.1,SP07
793,4,4,Salix richardsonii,Leaf,Live,1,NA,SP07
794,4,4,XXXothergram,Leaf,Live,1,NA,SP07
795,4,4,XXXothergram,Leaf,Live,3,NA,SP07
796,4,4,XXXvegetatedground,NA,Live,1,NA,SP07
797,4,4,XXXbareground,NA,NA,1,NA,SP07
798,4,5,Equisetum,Leaf,Live,2,21,SP07
799,4,5,XXXothergram,Leaf,Live,1,NA,SP07
800,4,5,XXXothergram,Leaf,Live,3,NA,SP07
801,4,5,XXXbareground,NA,Litter,1,NA,SP07
802,4,6,XXXothergram,Leaf,Live,1,20.6,SP07
803,4,6,Equisetum,Leaf,Live,2,NA,SP07
804,4,6,Salix richardsonii,Stem,Live,1,NA,SP07
805,4,6,XXXvegetatedground,NA,Live,1,NA,SP07
806,4,6,XXXbareground,NA,NA,1,NA,SP07
807,5,1,XXXothergram,Leaf,Live,4,11.9,SP07
808,5,1,XXXothergram,Leaf,Live,1,NA,SP07
809,5,1,XXXbareground,NA,Litter,1,NA,SP07
810,5,2,XXXothergram,Leaf,Live,4,8.8,SP07
811,5,2,XXXbareground,NA,Litter,1,NA,SP07
812,5,3,Salix richardsonii,Leaf,Live,1,22.6,SP07
813,5,3,Salix richardsonii,Leaf,Live,2,NA,SP07
814,5,3,XXXothergram,Leaf,Live,1,NA,SP07
815,5,3,XXXothergram,Leaf,Live,2,NA,SP07
816,5,3,XXXvegetatedground,NA,Live,1,NA,SP07
817,5,4,XXXothergram,Leaf,Live,1,22.3,SP07
818,5,4,XXXothergram,Leaf,Live,2,NA,SP07
819,5,4,XXXbareground,NA,Litter,1,NA,SP07
820,5,5,XXXothergram,Leaf,Live,1,6.5,SP07
821,5,5,XXXbareground,NA,Litter,1,NA,SP07
822,5,6,Equisetum,Leaf,Live,4,15.6,SP07
823,5,6,XXXothergram,Leaf,Live,1,NA,SP07
824,5,6,XXXothergram,Leaf,Live,1,NA,SP07
825,5,6,XXXbareground,NA,Litter,1,NA,SP07
826,5,6,XXXvegetatedground,NA,Litter,1,NA,SP07
827,6,1,XXXothergram,Leaf,Live,1,9,SP07
828,6,1,Salix richardsonii,Leaf,Live,1,NA,SP07
829,6,1,XXXothergram,Leaf,Live,2,NA,SP07
830,6,1,XXXbareground,NA,Litter,1,NA,SP07
831,6,2,Equisetum,Leaf,Live,5,18.5,SP07
832,6,2,XXXothergram,Leaf,Live,1,NA,SP07
833,6,2,XXXvegetatedground,NA,Live,1,NA,SP07
834,6,2,XXXbareground,NA,Litter,1,NA,SP07
835,6,3,Salix richardsonii,Stem,Live,1,12,SP07
836,6,3,XXXothergram,Leaf,Live,2,NA,SP07
837,6,3,XXXothergram,Leaf,Live,1,NA,SP07
838,6,3,XXXbareground,NA,Litter,1,NA,SP07
839,6,4,XXXothergram,Leaf,Live,1,9.9,SP07
840,6,4,XXXvegetatedground,NA,Live,1,NA,SP07
841,6,5,Equisetum,Leaf,Live,4,10.1,SP07
842,6,5,XXXvegetatedground,NA,Live,1,NA,SP07
843,6,6,XXXothergram,Leaf,Live,1,13,SP07
844,6,6,XXXothergram,Leaf,Live,2,NA,SP07
845,6,6,XXXvegetatedground,NA,Live,1,NA,SP07
846,6,6,XXXbareground,NA,Litter,1,NA,SP07
847,1,1,Salix richardsonii,Leaf,Live,1,25.2,SP08
848,1,1,Equisetum,Leaf,Live,4,NA,SP08
849,1,1,XXXothergram,Leaf,Live,2,NA,SP08
850,1,1,XXXlitter,NA,Dead,NA,NA,SP08
851,1,1,XXXothermoss,NA,Live,NA,NA,SP08
852,1,2,Salix richardsonii,Leaf,Live,2,19.8,SP08
853,1,2,XXXothergram,Leaf,Live,2,NA,SP08
854,1,2,XXXothergram,Leaf,Live,6,NA,SP08
855,1,2,XXXlitter,NA,Dead,NA,NA,SP08
856,1,2,XXXothermoss,NA,Live,NA,NA,SP08
857,1,3,Salix richardsonii,Stem,Live,1,12.3,SP08
858,1,3,XXXotherforb,Leaf,Live,1,NA,SP08
859,1,3,XXXothergram,Leaf,Live,2,NA,SP08
860,1,3,XXXlitter,NA,Dead,NA,NA,SP08
861,1,3,XXXothermoss,NA,Live,NA,NA,SP08
862,1,4,XXXothergram,Leaf,Live,9,11,SP08
863,1,4,XXXothergram,Leaf,Live,1,NA,SP08
864,1,4,XXXlitter,NA,Dead,NA,NA,SP08
865,1,4,XXXothermoss,NA,Live,NA,NA,SP08
866,1,5,XXXothergram,Leaf,Live,3,7.1,SP08
867,1,5,XXXothergram,Leaf,Live,1,NA,SP08
868,1,5,XXXlitter,NA,Dead,NA,NA,SP08
869,1,5,XXXothermoss,NA,Live,NA,NA,SP08
870,1,6,XXXothergram,Leaf,Live,1,12.8,SP08
871,1,6,XXXothergram,Leaf,Live,1,NA,SP08
872,1,6,Equisetum,Leaf,Live,NA,NA,SP08
873,1,6,XXXlitter,NA,Dead,NA,NA,SP08
874,1,6,XXXothermoss,NA,Live,NA,NA,SP08
875,2,1,XXXothergram,Leaf,Live,4,4.9,SP08
876,2,1,Salix richardsonii,Stem,Live,1,NA,SP08
877,2,1,XXXotherforb,Stem,Live,1,NA,SP08
878,2,1,XXXlitter,NA,Dead,NA,NA,SP08
879,2,1,XXXothermoss,NA,Live,NA,NA,SP08
880,2,2,XXXothergram,Leaf,Live,4,9.7,SP08
881,2,2,Salix arctica,Leaf,Live,2,NA,SP08
882,2,2,Salix arctica,Leaf,Live,1,NA,SP08
883,2,2,XXXlitter,NA,Dead,NA,NA,SP08
884,2,2,XXXothermoss,NA,Live,NA,NA,SP08
885,2,3,XXXothergram,Leaf,Live,1,17.9,SP08
886,2,3,XXXotherforb,Leaf,Live,1,NA,SP08
887,2,3,XXXothergram,Leaf,Live,2,NA,SP08
888,2,3,XXXlitter,NA,Dead,NA,NA,SP08
889,2,3,XXXothermoss,NA,Live,NA,NA,SP08
890,2,4,XXXothergram,Flower,Live,1,19.6,SP08
891,2,4,Salix richardsonii,Leaf,Live,1,NA,SP08
892,2,4,XXXothergram,Leaf,Live,5,NA,SP08
893,2,4,Salix richardsonii,Stem,Live,1,NA,SP08
894,2,4,XXXlitter,NA,Dead,NA,NA,SP08
895,2,4,XXXothermoss,NA,Live,NA,NA,SP08
896,2,5,Salix richardsonii,Leaf,Live,1,25.8,SP08
897,2,5,XXXothergram,Leaf,Live,1,NA,SP08
898,2,5,XXXothergram,Leaf,Live,3,NA,SP08
899,2,5,XXXlitter,NA,Dead,NA,NA,SP08
900,2,5,XXXothermoss,NA,Live,NA,NA,SP08
901,2,6,XXXothergram,Leaf,Live,5,18.8,SP08
902,2,6,Equisetum,Leaf,Live,3,NA,SP08
903,2,6,XXXlitter,NA,Dead,NA,NA,SP08
904,2,6,XXXothermoss,NA,Live,NA,NA,SP08
905,3,1,Salix richardsonii,Stem,Live,1,17.4,SP08
906,3,1,XXXothergram,Leaf,Live,6,NA,SP08
907,3,1,XXXlitter,NA,Dead,NA,NA,SP08
908,3,1,XXXothermoss,NA,Live,NA,NA,SP08
909,3,2,Salix richardsonii,Leaf,Live,1,14.3,SP08
910,3,2,XXXothergram,Leaf,Live,2,NA,SP08
911,3,2,XXXlitter,NA,Dead,NA,NA,SP08
912,3,2,XXXothermoss,NA,Live,NA,NA,SP08
913,3,3,XXXothergram,Leaf,Live,2,14.7,SP08
914,3,3,XXXothergram,Leaf,Live,5,NA,SP08
